,馬名,年月日,競馬場,R,レース名,距離,天候馬場,馬番,人気,着順,タイム,差/事故,上3F,コーナー通過順,体重,騎手,負担重量,調教師,獲得賞金（円）
10,クインズコースト,19/5/7,船橋☆,8, Ｃ１(五)(六),1600,曇/稍重,8,8,14/14,1:48.3,4.2,42.4,12-14-14,464,的場文,56.0,秋吉和,0
11,クインズコースト,19/4/24,大井☆,8, Ｃ１(六)(七),1600,曇/良,9,9,9/14,1:44.6,1.9,40.6,9-10-10,469,的場文,56.0,秋吉和,0
12,クインズコースト,19/4/10,大井☆,8,賀来賢人さんＴＣＫ来場記念 Ｃ１(七)(八)(九),1400,雨/不良,13,6,4/13,1:29.1,1.2,40.3,7-4-5,470,的場文,56.0,秋吉和,"180,000"
13,クインズコースト,19/3/20,大井,8, Ｃ１(六)(七)(八),1600,晴/良,4,7,8/11,1:44.7,1.6,40.5,9-10-11,464,的場文,56.0,秋吉和,0
14,クインズコースト,19/3/6,大井,8, Ｃ１(六)(七),1600,曇/不良,12,6,8/11,1:45.0,1.1,41.8,4-3-3,463,的場文,56.0,秋吉和,0
15,クインズコースト,19/2/7,大井,8, Ｃ１(八)(九),1600,晴/重,10,10,5/14,1:45.6,0.8,40.9,8-10-9,459,的場文,56.0,秋吉和,"120,000"
16,クインズコースト,19/1/24,大井,9, Ｃ１(六)(七),1200,晴/良,7,12,14/15,1:17.5,2.3,39.7,11-11,458,東原悠,56.0,秋吉和,0
17,クインズコースト,18/12/27,大井☆,10,ニコニコプレミアム賞８ Ｃ１(六)(七),1600,晴/良,3,3,8/12,1:45.9,3.0,41.1,7-8-8,461,的場文,56.0,阪本一,0
18,クインズコースト,18/12/5,大井☆,9, Ｃ１(五)(六),1600,曇/良,11,6,5/15,1:45.5,0.8,41.6,7-10-9,461,的場文,56.0,阪本一,"120,000"
19,クインズコースト,18/11/13,大井☆,12, Ｃ１(四)(五),1600,曇/重,7,8,4/14,1:44.8,0.9,39.9,8-8-7,461,的場文,56.0,阪本一,"180,000"
20,クインズコースト,18/10/30,大井☆,6, Ｃ１(五)(六),1600,晴/良,7,2,6/13,1:44.6,0.5,39.9,5-5-5,465,的場文,56.0,阪本一,0
21,クインズコースト,18/10/9,大井☆,7, Ｃ１(四)(五),1600,晴/良,9,2,8/13,1:45.5,1.5,40.6,9-6-6,462,的場文,56.0,阪本一,0
22,クインズコースト,18/9/21,大井☆,9, Ｃ１(八)(九)(十),1600,雨/不良,2,3,2/12,1:43.9,0.8,40.4,3-3-2,466,的場文,56.0,阪本一,"480,000"
23,クインズコースト,18/8/29,大井☆,8, Ｃ１(七)(八)(九),1400,曇/重,13,2,5/15,1:30.3,1.1,39.1,10-10-9,468,的場文,56.0,阪本一,"120,000"
24,クインズコースト,18/7/11,大井☆,9,タブコープ賞 Ｃ１(七)(八)(九),1400,晴/良,7,2,3/14,1:28.6,0.1,38.9,9-5-4,460,的場文,56.0,阪本一,"300,000"
25,クインズコースト,18/6/26,大井,7, Ｃ１(三)(四)(五),1400,晴/稍重,1,1,7/12,1:29.9,1.9,38.3,8-10-10,464,真島大,56.0,阪本一,0
26,クインズコースト,18/4/18,名古屋,11,名古屋ＣＣ　ジュピター賞 ,1400,晴/不良,1,6,3/10,1:29.2,0.6,38.2,7-5-6,457,岡部誠,57.0,加藤征,"62,000"
27,クインズコースト,18/1/16,船橋,10,フレンドリーサドル特別 Ｂ２Ｂ３,1800,晴/良,11,7,11/14,1:58.1,0.7,39.8,7-6-7,464,森泰斗,57.0,加藤征,0
28,クインズコースト,17/10/21,東京,7,３歳上,1600,雨/不良,10,14,9/14,1:37.7,1.9,37.7,9-9,458,森泰斗,55.0,加藤征,0
29,クインズコースト,17/4/30,東京,6,３歳,1600/芝,晴/良,8,12,11/12,1:35.4,1.3,34.9,11-9,464,田中勝,56.0,加藤征,0
30,クインズコースト,17/3/4,中山,9,黄梅賞 ,1600/芝,曇/良,6,8,7/8,1:38.1,0.9,34.7,8-8-8,464,大野拓,56.0,加藤征,0
31,クインズコースト,17/2/12,東京,5,３歳,1600,晴/良,12,6,10/16,1:40.0,1.6,38.0,11-11,470,ルメー,56.0,加藤征,0
32,クインズコースト,17/1/28,東京,7,３歳,1600,晴/良,16,5,6/16,1:39.1,0.6,37.0,13-12,468,ルメー,56.0,加藤征,0
33,クインズコースト,16/11/6,東京,2,２歳,1600,晴/良,8,2,1/13,1:40.4,0.1,37.3,5-5,470,ルメー,55.0,加藤征,"5,000,000"
34,クインズコースト,16/10/9,東京,4,２歳,1600,曇/不良,4,5,5/16,1:39.7,1.3,37.1,14-11,472,武　豊,55.0,加藤征,"700,000"
0,イマジンラヴ,19/10/25,川崎☆,7, Ｃ２(九)(十)(十一),1400,曇/不良,8,1,4/8,1:33.8,1.0,41.0,6-4-5,490,山崎誠,56.0,山崎尋,"150,000"
1,イマジンラヴ,19/8/18,小倉,4,３歳,1700,曇/稍重,13,12,8/16,1:48.0,0.7,39.2,10-12-10,480,齋藤新,53.0,梅田智,0
2,イマジンラヴ,19/7/27,小倉,3,３歳,1700,晴/良,8,6,5/16,1:48.6,1.4,39.8,5-2-2,488,幸英明,56.0,梅田智,"500,000"
3,イマジンラヴ,19/6/30,中京,7,３歳,1800,雨/不良,11,7,9/16,1:54.0,1.9,39.2,7-9-15,484,齋藤新,53.0,梅田智,0
4,イマジンラヴ,19/6/16,阪神,3,３歳,1800,晴/重,7,2,4/11,1:54.0,0.9,39.8,11-1-2,490,齋藤新,53.0,梅田智,"750,000"
5,イマジンラヴ,19/5/29,名古屋,10,名古屋ＣＣ　ピーチ賞 ３歳,1400,晴/重,10,2,2/10,1:30.2,0.7,39.3,3-3-3,499,岡部誠,56.0,梅田智,"129,000"
6,イマジンラヴ,19/1/27,京都,2,３歳,1800,曇/良,11,9,9/11,1:58.1,2.4,40.1,7-8-8,508,荻野琢,56.0,梅田智,0
7,イマジンラヴ,19/1/14,京都,1,３歳,1800,晴/良,3,13,7/16,1:57.0,1.3,40.0,9-7-5,508,西村淳,53.0,梅田智,0
8,イマジンラヴ,18/9/16,阪神,2,２歳,1800,曇/稍重,4,7,4/9,1:57.0,2.4,40.4,3-3-5,486,川須栄,54.0,梅田智,"750,000"
9,イマジンラヴ,18/8/25,札幌,5,２歳,1700,曇/不良,13,5,8/13,1:48.1,2.9,39.2,11-11-9,484,岩田康,54.0,梅田智,0
0,オリエンタルスター,19/10/25,川崎,5, ３歳(六),1400,曇/不良,9,6,4/9,1:35.7,2.5,42.5,2-3-3,414,山林信,54.0,林隆之,"165,000"
1,オリエンタルスター,19/8/2,川崎,2, ３歳(四),1400,晴/良,1,7,11/12,1:36.7,2.7,43.8,4-5-6,425,山林信,54.0,林隆之,0
2,オリエンタルスター,19/7/22,川崎,5, ３歳(五),1400,曇/稍重,2,4,6/9,1:36.4,2.7,42.4,3-3-3,433,山林信,54.0,林隆之,0
3,オリエンタルスター,19/7/5,川崎,2, ３歳(六),1400,曇/重,6,5,4/8,1:36.8,1.1,42.9,1-1-1,442,山林信,54.0,林隆之,"165,000"
4,オリエンタルスター,19/2/28,川崎,1, ３歳(七),1400,雨/稍重,4,10,11/12,1:37.4,2.5,42.4,12-12-12,431,山林信,54.0,林隆之,0
5,オリエンタルスター,19/1/31,川崎,1,カタパルト賞 ３歳,900,雨/良,5,8,11/12,58.9,4.9,39.7,12-11-12,433,山林信,54.0,林隆之,0
6,オリエンタルスター,18/10/16,川崎,3,ロケット賞 ２歳,900,曇/稍重,5,7,12/12,59.7,3.9,40.6,11-10-12,427,増田充,54.0,林隆之,0
7,オリエンタルスター,18/9/14,川崎,1,スパーキングデビュー新馬 ２歳(七)(ロ),1400,曇/重,2,3,3/4,1:38.6,2.8,42.4,1-3-3,420,増田充,54.0,林隆之,"675,000"
0,イッツショータイム,19/10/25,川崎☆,9,よこすかカレー大使記念 Ｃ１(一),1500,曇/不良,8,6,7/11,1:38.4,2.2,42.1,7-6-6,447,今野忠,56.0,安池成,0
1,イッツショータイム,19/5/16,川崎☆,11,皐月（さつき）オープン ３歳(一),1400,晴/良,7,6,3/12,1:30.5,0.2,38.2,9-7-6,444,保園翔,54.0,安池成,"1,250,000"
2,イッツショータイム,19/4/3,川崎☆,8,ダイヤモンドフラワー賞 ３歳,1500,晴/良,4,3,3/14,1:38.3,0.4,40.7,5-7-5,441,今野忠,56.0,安池成,"625,000"
3,イッツショータイム,19/2/26,川崎,9,フェブラリーフラワー賞 ３歳,1500,晴/良,6,5,9/14,1:39.0,1.4,41.3,8-7-8,440,今野忠,56.0,安池成,0
4,イッツショータイム,19/1/31,川崎,9,ジャニュアリーフラワー賞 ３歳,1500,曇/良,4,3,3/14,1:38.2,0.5,39.6,6-6-4,448,今野忠,56.0,安池成,"625,000"
5,イッツショータイム,19/1/3,川崎,7,ジオファームベジドライ発売記念 ３歳(一),1600,晴/良,6,4,4/9,1:46.7,0.9,39.6,4-5-4,449,今野忠,56.0,安池成,"375,000"
6,イッツショータイム,18/12/20,川崎☆,9,川崎ジュニアオープン　【地方交流】 ２歳(一),1600,晴/重,5,6,4/7,1:45.2,0.3,40.0,5-5-3,452,今野忠,55.0,安池成,"525,000"
7,イッツショータイム,18/11/28,川崎☆,9,川崎若駒オープン　（全日本２歳優駿ＴＲ） ２歳(一),1600,晴/良,6,8,8/10,1:45.8,1.4,40.9,7-6-8,456,今野忠,55.0,安池成,0
8,イッツショータイム,18/10/18,川崎,4,ニュージェネレーション賞 ２歳(一),1500,晴/良,7,3,3/7,1:39.3,1.9,42.2,3-3-3,453,今野忠,55.0,安池成,"625,000"
9,イッツショータイム,18/9/14,川崎,1,スパーキングデビュー新馬 ２歳(七)(ロ),1400,曇/重,1,1,1/4,1:35.8,0.8,39.5,3-2-2,443,今野忠,54.0,安池成,"2,700,000"
0,モンゲーカイザー,19/10/25,川崎,1,スパーキングデビュー新馬 ２歳(八)(ハ),1400,雨/不良,3,2,5/8,1:36.2,1.1,41.7,6-6-6,477,町田直,55.0,鈴木義,"324,000"
0,オオゴンノユメ,19/10/25,川崎,1,スパーキングデビュー新馬 ２歳(八)(ハ),1400,雨/不良,4,8,7/8,1:38.6,3.5,43.7,8-8-7,477,山林信,54.0,久保勇,0
0,スプリットエス,19/10/25,川崎☆,6, Ｃ２(九)(十)(十一),1500,曇/不良,2,2,4/7,1:39.2,1.3,40.4,5-5-5,494,橋本直,56.0,小久智,"150,000"
1,スプリットエス,19/10/11,浦和,4, Ｃ２(十一)(十二)(十三),1400,曇/重,7,4,7/12,1:30.8,1.2,39.2,4-5-5,497,笹川翼,56.0,小久智,0
2,スプリットエス,19/8/16,浦和,7,コバトン＆うまたせ！コラボ賞 Ｃ２(五)(六),1500,曇/良,4,4,6/11,1:40.5,2.0,41.9,7-8-6,495,保園翔,56.0,小久智,0
3,スプリットエス,19/6/27,浦和,6,清流の国・岐阜うまいものフェア賞 Ｃ２(四)(五),1500,曇/良,9,5,5/11,1:38.8,1.1,39.8,8-9-8,501,川島正,56.0,小久智,"100,000"
4,スプリットエス,19/5/28,浦和,4, Ｃ２(五)(六)(七),1500,曇/良,3,3,7/12,1:38.1,1.3,39.8,7-8-8,500,岡田大,56.0,小久智,0
5,スプリットエス,19/5/9,船橋☆,8,豊四季特別 Ｃ１(二),1600,曇/良,13,6,9/12,1:46.9,2.3,41.5,8-8-10,499,張田昂,54.0,小久智,0
6,スプリットエス,19/5/1,浦和,7,大崎公園の直売イベントに行きま賞 Ｃ２(五)(六),1500,曇/重,2,1,3/12,1:39.2,0.7,40.4,4-4-3,505,張田昂,56.0,小久智,"200,000"
7,スプリットエス,19/3/29,浦和,8,見沼区オープンガーデン賞 Ｃ３(一),1400,曇/良,3,4,1/10,1:29.8,0.7,38.6,3-3-1,500,張田昂,56.0,小久智,"900,000"
8,スプリットエス,18/11/7,船橋☆,4, Ｃ２(五)(六),1200,曇/重,1,6,7/12,1:17.4,0.5,39.7,7-7-7,492,張田昂,56.0,小久智,0
9,スプリットエス,18/10/24,浦和,5, Ｃ２(七),1500,晴/良,7,3,8/12,1:38.1,1.0,40.0,1-4-4,498,藤本現,56.0,小久智,0
10,スプリットエス,18/9/6,浦和,7, Ｃ２(三)(四),1400,曇/稍重,7,2,5/11,1:32.0,1.5,40.8,7-5-6,484,張田昂,56.0,小久智,"100,000"
11,スプリットエス,18/8/21,川崎,4, Ｃ２(六)(七)(八),1500,晴/良,9,4,2/9,1:38.5,0.5,40.8,1-1-1,478,張田昂,56.0,小久智,"380,000"
12,スプリットエス,18/8/3,浦和,9,サマードリームリレースタート賞 Ｃ２(五),1400,晴/良,5,4,3/9,1:30.9,1.5,40.3,5-6-3,482,張田昂,56.0,小久智,"200,000"
13,スプリットエス,18/7/18,浦和,8,フルーツ満彩美味しいちちぶ賞 Ｃ２(五)(六),1400,晴/良,6,4,5/12,1:31.5,0.8,39.5,5-6-5,482,張田昂,56.0,小久智,"100,000"
14,スプリットエス,18/6/11,川崎,5, Ｃ２(三)(四),1500,雨/不良,7,11,4/12,1:39.7,1.1,41.8,11-9-9,480,藤本現,56.0,小久智,"150,000"
15,スプリットエス,18/5/29,浦和,5, Ｃ２(六)(七),1500,晴/良,9,8,8/10,1:39.4,2.2,40.2,4-6-6,485,藤本現,56.0,小久智,0
16,スプリットエス,18/4/11,船橋,5, Ｃ２(六)(七),1500,晴/良,5,8,8/12,1:39.7,2.0,40.0,12-12-12,494,左海誠,56.0,小久智,0
17,スプリットエス,18/2/15,浦和,7, Ｃ２選抜馬,800,晴/稍重,3,6,8/10,49.9,2.1,36.4,10-9,497,川島正,56.0,小久智,0
18,スプリットエス,18/1/29,川崎,5,彼女ボシュー正門前で待ってます Ｃ２(三)(四)(五),1500,晴/稍重,10,12,12/12,1:42.3,5.2,45.2,1-3-6,491,川島正,56.0,小久智,0
19,スプリットエス,17/11/22,浦和,4,近いがうまい埼玉産賞 Ｃ２(五),1400,晴/良,6,10,8/12,1:32.7,1.3,40.7,7-7-6,498,左海誠,56.0,小久智,0
20,スプリットエス,17/6/8,大井,5, ３歳３５０万,1600,曇/稍重,11,11,11/12,1:46.2,2.1,43.0,6-6-7,494,真島大,56.0,蛯名雄,0
21,スプリットエス,17/5/25,大井,4, ３歳３２５万,1500,曇/良,12,11,9/13,1:38.7,2.8,39.7,12-11-11,493,真島大,56.0,蛯名雄,0
22,スプリットエス,17/5/10,大井,4, ３歳２９０万,1500,曇/良,9,8,6/9,1:39.2,1.2,40.4,8-7-8,496,藤本現,55.0,蛯名雄,0
23,スプリットエス,17/4/21,大井,5, ３歳３８０万,1600,曇/良,8,10,8/11,1:45.6,1.7,40.7,10-9-9,491,藤本現,55.0,蛯名雄,0
24,スプリットエス,17/3/24,大井,5, ３歳４００万,1600,晴/稍重,10,12,12/12,1:47.5,3.0,42.0,10-9-10,492,楢崎功,56.0,蛯名雄,0
25,スプリットエス,17/3/10,大井,6, ３歳３１５万,1600,晴/良,2,7,5/9,1:47.0,1.7,42.0,8-8-7,497,本橋孝,56.0,蛯名雄,"170,000"
26,スプリットエス,16/12/1,大井☆,3, ２歳新馬,1600,晴/不良,7,7,1/8,1:47.1,0.0,41.4,8-4-4,498,服部茂,55.0,蛯名雄,"2,700,000"
0,ミオヴァンジェーロ,19/10/25,川崎☆,7, Ｃ２(九)(十)(十一),1400,曇/不良,7,6,7/8,1:34.8,2.0,42.2,4-3-3,470,櫻井光,55.0,田島寿,0
1,ミオヴァンジェーロ,19/7/5,川崎☆,8, Ｃ２(三)(四),1400,曇/重,2,7,10/12,1:35.4,2.9,43.9,4-3-3,476,増田充,56.0,田島寿,0
2,ミオヴァンジェーロ,19/6/14,川崎☆,6,利夫と晶子・還暦＆結婚３７周年記念 Ｃ３(一)(二)(三),1400,晴/良,9,3,1/11,1:32.9,0.2,40.2,1-1-1,475,矢野貴,56.0,田島寿,"800,000"
3,ミオヴァンジェーロ,19/5/16,川崎,3, Ｃ３(三)(四),1500,晴/良,8,2,8/9,1:40.4,1.7,42.8,3-3-3,481,矢野貴,56.0,田島寿,0
4,ミオヴァンジェーロ,19/4/15,船橋,2, Ｃ３選抜馬,1200,晴/稍重,12,4,10/12,1:18.9,1.3,42.0,4-3-4,488,矢野貴,56.0,田島寿,0
5,ミオヴァンジェーロ,19/4/3,川崎,1, Ｃ３(五)(六)(七),1400,晴/良,6,3,1/10,1:32.8,0.3,40.7,2-1-1,491,矢野貴,56.0,田島寿,"800,000"
6,ミオヴァンジェーロ,19/1/3,川崎,3, Ｃ３(三)(四),1500,晴/良,12,9,12/14,1:40.8,2.9,43.6,4-4-8,498,櫻井光,55.0,田島寿,0
7,ミオヴァンジェーロ,18/12/20,川崎,4, Ｃ２(八)(九)(十),1400,晴/重,8,3,3/8,1:33.8,0.8,41.2,4-4-3,497,櫻井光,55.0,田島寿,"250,000"
8,ミオヴァンジェーロ,18/11/29,川崎,3, Ｃ２(十)(十一),1400,晴/良,8,5,5/12,1:32.6,1.1,41.6,2-1-2,487,山崎誠,56.0,田島寿,"120,000"
9,ミオヴァンジェーロ,18/11/14,大井☆,6, Ｃ２(七)(八),1200,晴/稍重,9,10,6/14,1:17.2,1.4,40.0,7-7,485,櫻井光,55.0,田島寿,0
10,ミオヴァンジェーロ,18/10/18,川崎☆,7, Ｃ２(七)(八)(九),1400,晴/良,2,11,1/12,1:32.3,0.0,40.8,7-7-6,482,櫻井光,55.0,田島寿,"1,000,000"
11,ミオヴァンジェーロ,18/7/5,川崎,5, Ｃ２(七)(八),1400,曇/良,1,8,11/11,1:34.7,3.3,42.1,8-11-11,478,山崎誠,56.0,田島寿,0
12,ミオヴァンジェーロ,18/6/15,川崎☆,6,Ｙｏｕは何しにリフォームへ記念 Ｃ２(七)(八)(九),1400,曇/不良,8,6,12/12,1:36.1,3.0,43.9,7-6-8,476,本田重,56.0,田島寿,0
13,ミオヴァンジェーロ,18/5/18,川崎☆,6,鎌Ｒｅｌｉｇｉｏｎ設立記念 Ｃ２(十一)(十二),1400,晴/良,9,5,5/11,1:32.1,1.3,41.0,2-2-2,480,山崎誠,56.0,田島寿,"120,000"
14,ミオヴァンジェーロ,18/4/18,大井,7,トゥインクルイッテクルラッキーガール賞 Ｃ２(六)(七)(八),1600,晴/不良,13,8,11/14,1:46.2,2.9,43.3,1-3-3,480,櫻井光,55.0,田島寿,0
15,ミオヴァンジェーロ,18/4/6,川崎☆,6,座間先生ありがとう記念 Ｃ２(九)(十)(十一),1400,雨/良,1,2,3/12,1:32.9,0.7,41.8,3-4-2,482,山崎誠,56.0,田島寿,"250,000"
16,ミオヴァンジェーロ,18/3/23,浦和,5, Ｃ２(十三)(十四),1400,晴/重,8,5,3/12,1:32.8,0.8,41.2,1-1-2,489,山崎誠,56.0,田島寿,"200,000"
17,ミオヴァンジェーロ,18/3/2,川崎,5, Ｃ２(十一)(十二),1400,晴/重,8,6,3/12,1:33.9,0.7,41.5,1-1-1,491,山崎誠,56.0,田島寿,"200,000"
18,ミオヴァンジェーロ,18/1/31,川崎,4,白銀の世界・八幡平マッシュルーム Ｃ２(九)(十)(十一),1400,晴/稍重,12,9,11/12,1:36.6,4.6,45.3,4-5-11,488,酒井忍,56.0,田島寿,0
19,ミオヴァンジェーロ,18/1/5,川崎,4,布袋尊（ほていそん）賞 Ｃ３(一)(二)(三),1400,曇/良,5,3,1/11,1:32.7,0.3,39.9,2-2-1,491,山崎誠,56.0,田島寿,"800,000"
20,ミオヴァンジェーロ,17/12/15,川崎☆,9,２０１７冬　川崎ジョッキーズカップ Ｃ２,1500,曇/良,14,7,14/14,1:40.8,3.5,43.5,4-5-13,485,山崎誠,56.0,田島寿,0
21,ミオヴァンジェーロ,17/12/4,船橋☆,5,駒込中里プロジェクト特別賞受賞記念 Ｃ２,1200,曇/良,12,6,9/12,1:16.2,1.2,39.8,4-4-5,482,山崎誠,56.0,田島寿,0
22,ミオヴァンジェーロ,17/11/6,川崎☆,12,スカメシ特別 Ｃ２(一),1600,晴/良,9,8,10/12,1:48.0,3.7,45.0,2-2-4,479,中越琉,55.0,田島寿,0
23,ミオヴァンジェーロ,17/10/23,船橋☆,7,馬に乗って秋を満喫！！クレイン千葉杯 Ｃ２,1200,晴/重,10,6,6/12,1:16.8,1.3,40.4,1-1-1,482,今野忠,56.0,田島寿,0
24,ミオヴァンジェーロ,17/10/12,川崎☆,12,流鏑馬（やぶさめ）特別 Ｃ２(二),1500,晴/良,8,12,3/14,1:37.0,0.8,41.7,2-1-1,480,今野忠,56.0,田島寿,"340,000"
25,ミオヴァンジェーロ,17/7/31,川崎☆,6, Ｃ２(三)(四)(五),1400,晴/稍重,1,4,2/11,1:33.2,0.3,42.1,1-1-1,476,山崎誠,56.0,田島寿,"340,000"
26,ミオヴァンジェーロ,17/7/3,川崎☆,7, Ｃ２(四)(五),1400,晴/良,10,7,10/12,1:33.6,2.0,43.4,2-3-9,476,山崎誠,56.0,田島寿,0
27,ミオヴァンジェーロ,17/6/19,船橋,6, Ｃ２選抜馬イ,1200,晴/稍重,11,6,5/11,1:17.5,0.9,40.7,1-1-1,473,矢野貴,56.0,田島寿,"100,000"
28,ミオヴァンジェーロ,17/6/13,川崎☆,12,夏椿（なつつばき）特別 Ｃ２(二),1500,雨/重,11,8,4/12,1:38.2,0.4,41.2,1-1-1,477,矢野貴,56.0,田島寿,"255,000"
29,ミオヴァンジェーロ,17/5/18,川崎☆,12,薄暑（はくしょ）特別 Ｃ２(二),1500,曇/重,10,8,11/13,1:39.2,1.8,43.3,2-2-2,476,矢野貴,56.0,田島寿,0
30,ミオヴァンジェーロ,17/4/26,浦和,8,さいたまの商店街でお買物しま賞 Ｃ２(三),1600,曇/良,8,9,11/11,1:47.8,3.4,44.4,2-3-11,482,山崎誠,56.0,田島寿,0
31,ミオヴァンジェーロ,17/4/4,川崎☆,12,ソメイヨシノ特別 Ｃ２(二),1600,晴/稍重,7,3,5/8,1:47.6,1.9,42.5,1-1-2,491,山崎誠,56.0,田島寿,"170,000"
32,ミオヴァンジェーロ,17/3/1,川崎,6, Ｃ２(六)(七)(八),1400,晴/良,1,2,1/11,1:31.5,0.3,40.1,1-1-1,486,矢野貴,56.0,田島寿,"1,000,000"
33,ミオヴァンジェーロ,17/2/2,川崎,4, Ｃ２(九)(十),1400,晴/良,10,5,3/12,1:33.2,0.9,41.7,3-1-3,485,矢野貴,56.0,田島寿,"180,000"
34,ミオヴァンジェーロ,17/1/13,船橋,8,馬に乗って良いスタートを！クレイン千葉杯 Ｃ２(十),1500,晴/重,9,4,6/11,1:40.8,1.3,42.1,1-1-1,485,矢野貴,56.0,田島寿,0
35,ミオヴァンジェーロ,17/1/4,川崎,8, Ｃ２(十)(十一),1500,晴/良,5,2,6/11,1:38.9,1.3,42.5,1-3-2,490,矢野貴,56.0,田島寿,0
36,ミオヴァンジェーロ,16/12/14,川崎☆,7, Ｃ２(九)(十)(十一),1500,曇/不良,9,4,5/10,1:40.5,2.0,42.7,2-3-4,486,矢野貴,56.0,田島寿,"100,000"
37,ミオヴァンジェーロ,16/7/27,川崎☆,12,夏祭り（なつまつり）特別 Ｃ２(三),1500,曇/良,9,6,5/11,1:37.7,1.1,41.4,2-4-4,466,矢野貴,56.0,田島寿,"136,000"
38,ミオヴァンジェーロ,16/7/6,川崎☆,6, Ｃ２(七)(八)(九),1600,晴/良,2,3,7/14,1:45.5,1.1,41.7,1-1-1,468,矢野貴,56.0,田島寿,0
39,ミオヴァンジェーロ,16/6/15,川崎☆,12,さくらんぼ特別 Ｃ２(三),1500,曇/重,12,1,4/14,1:39.1,0.7,43.2,1-1-1,467,矢野貴,56.0,田島寿,"204,000"
40,ミオヴァンジェーロ,16/5/24,川崎,5, Ｃ２(六)(七)(八),1400,晴/良,6,5,1/11,1:30.8,0.7,39.6,1-1-1,467,山崎誠,56.0,田島寿,"1,000,000"
41,ミオヴァンジェーロ,16/1/3,川崎,6, Ｃ２(七)(八),1400,晴/良,9,2,11/12,1:34.0,3.2,44.1,1-2-6,477,矢野貴,56.0,田島寿,0
42,ミオヴァンジェーロ,15/12/17,川崎☆,6,ぐりぐり君記念 ３歳(五),1400,曇/良,4,4,1/9,1:31.2,1.2,40.7,1-1-1,471,矢野貴,57.0,田島寿,"1,000,000"
43,ミオヴァンジェーロ,15/12/11,船橋☆,4,聖子　今日もありがとう　いつもありがとう ３歳(七),1200,曇/不良,3,5,1/12,1:16.0,0.0,39.8,1-1-1,471,矢野貴,56.0,田島寿,"1,000,000"
44,ミオヴァンジェーロ,15/11/18,川崎,1, ３歳(六)(ハ),1400,雨/不良,7,10,8/10,1:35.6,2.3,44.5,3-3-4,477,山林信,56.0,田島寿,0
45,ミオヴァンジェーロ,15/10/23,川崎☆,5,一輝君おめでとう・和代さんありがとう記念 ３歳(七),1400,曇/良,9,6,8/12,1:34.5,2.1,42.3,5-3-5,474,山林信,56.0,田島寿,0
46,ミオヴァンジェーロ,15/4/1,川崎,1, ３歳(八)(ロ),1400,曇/良,6,8,10/10,1:36.7,3.6,45.2,2-3-7,472,藤江渉,56.0,長谷茂,0
47,ミオヴァンジェーロ,15/3/4,川崎,2, ３歳(七)(イ),1400,晴/不良,7,11,8/11,1:35.6,1.7,41.2,11-11-9,475,藤江渉,56.0,長谷茂,0
48,ミオヴァンジェーロ,15/1/27,川崎,1, ３歳(五),1400,晴/不良,6,8,9/12,1:36.6,2.5,44.1,8-6-6,479,杉村一,56.0,長谷茂,0
49,ミオヴァンジェーロ,15/1/1,川崎,2, ３歳(五)(ロ),1400,曇/良,1,7,7/11,1:35.5,1.1,42.3,7-9-9,479,森泰斗,56.0,長谷茂,0
50,ミオヴァンジェーロ,14/12/16,川崎,2, ２歳(五)(イ),1400,雨/稍重,8,8,12/12,1:38.1,4.7,46.2,3-3-5,483,森泰斗,55.0,長谷茂,0
51,ミオヴァンジェーロ,14/8/4,浦和,6,新生（しんせい）特別 ２歳,1400,晴/良,4,6,6/8,1:32.8,3.3,41.6,4-5-5,441,瀧川寿,52.0,河津裕,0
52,ミオヴァンジェーロ,14/7/22,川崎☆,5,新星（しんせい）特別 ２歳(一),1500,晴/稍重,6,6,7/8,1:41.2,2.0,44.2,2-1-2,448,御神訓,54.0,河津裕,0
53,ミオヴァンジェーロ,14/7/4,川崎,1,スパーキングデビュー新馬 ２歳(三)(ロ),900,曇/稍重,4,3,2/6,56.2,0.8,38.1,3-2-2,449,御神訓,54.0,河津裕,"750,000"
0,リオーグロ,19/10/25,川崎,2,スパーキングデビュー新馬 ２歳(七)(ロ),1400,雨/不良,1,4,2/7,1:35.5,1.2,40.6,3-4-4,444,町田直,55.0,原三男,"1,026,000"
0,マーヴェラスロード,19/10/25,川崎☆,8,ＪＢＣ浦和カウントダウン１０ Ｃ２(九)(十)(十一),1400,曇/不良,2,6,7/8,1:38.7,6.4,47.2,2-5-7,494,藤本現,56.0,佐藤博,0
1,マーヴェラスロード,19/10/11,浦和,5, Ｃ２(十一)(十二)(十三),1400,曇/重,2,6,10/11,1:31.9,1.9,41.1,4-5-6,494,町田直,56.0,佐藤博,0
2,マーヴェラスロード,19/9/3,川崎,3, ３歳(二),1400,雨/重,8,3,8/12,1:34.6,1.5,42.8,3-5-9,490,町田直,56.0,佐藤博,0
